Max_Error  Depth   
3.7511627674102783  7.083332538604736   
2.626437187194824  3.3552632331848145   
4.239911079406738  2.8977270126342773   
4.851009845733643  7.083332538604736   
1.8592240810394287  5.2040815353393555   
2.008370876312256  4.396551609039307   
2.0134074687957764  3.6956520080566406   
2.8254926204681396  3.8059699535369873   
6.95024299621582  12.14285659790039   
5.110191345214844  7.7272725105285645   
6.020087242126465  12.75   
1.5312261581420898  7.2857136726379395   
3.0892395973205566  4.90384578704834   
3.270270347595215  5.100000381469727   
3.704498529434204  2.3181817531585693   
7.59689998626709  9.44444465637207   
2.125723361968994  4.636363506317139   
3.5462470054626465  6.8918914794921875   
2.1980068683624268  3.984375   
1.5727620124816895  6.375   
1.5954442024230957  7.7272725105285645   
1.3878998756408691  2.8977270126342773   
3.9223790168762207  7.499999523162842   
2.743833541870117  6.219511985778809   
2.4619998931884766  4.636363506317139   
2.218963623046875  6.071428298950195   
4.099177360534668  2.9310343265533447   
2.1499414443969727  3.6956520080566406   
3.874300956726074  5.100000381469727   
4.2754387855529785  6.538461208343506   
4.122256278991699  5.795454025268555   
5.028275489807129  2.2767856121063232   
1.2767891883850098  6.538461208343506   
4.646643161773682  10.200000762939453   
5.834207534790039  4.722222328186035   
6.253434181213379  2.524752378463745   
2.630627393722534  4.473683834075928   
1.498891830444336  3.8636362552642822   
1.5481133460998535  5.100000381469727   
3.7748031616210938  5.100000381469727   
2.203852653503418  11.086956024169922   
2.990447521209717  8.793103218078613   
4.839668273925781  4.90384578704834   
4.886280536651611  12.75   
3.2550363540649414  5.3125   
0.9798822402954102  4.396551609039307   
1.6283950805664062  4.180327892303467   
2.2777085304260254  4.396551609039307   
4.78729248046875  2.6842105388641357   
8.220337867736816  2.3181817531585693   
0.8607330322265625  2.9310343265533447   
1.7871716022491455  5.0   
2.053877353668213  5.2040815353393555   
4.976105213165283  12.75   
2.0272350311279297  3.6956520080566406   
3.477250337600708  6.8918914794921875   
8.283923149108887  3.923076629638672   
3.5976240634918213  7.2857136726379395   
4.223591327667236  8.22580623626709   
4.02442741394043  5.795454025268555   
3.114503860473633  5.425531387329102   
0.9248743057250977  6.071428298950195   
2.5671472549438477  5.543478012084961   
2.45977520942688  2.5757577419281006   
1.3983674049377441  3.072288990020752   
3.537602424621582  4.112903118133545   
2.5460927486419678  5.543478012084961   
4.3178887367248535  8.793103218078613   
2.8785276412963867  8.22580623626709   
3.754957437515259  3.8059699535369873   
2.520814895629883  4.322033882141113   
2.2443430423736572  5.0   
1.879216194152832  8.22580623626709   
8.96845531463623  2.9310343265533447   
2.0650694370269775  3.8636362552642822   
3.0953776836395264  2.7419354915618896   
2.265864849090576  7.7272725105285645   
1.8558375835418701  3.8636362552642822   
2.718813419342041  10.625   
4.5535993576049805  6.538461208343506   
1.6981415748596191  3.984375   
1.970139980316162  5.0   
2.519411325454712  3.269230604171753   
3.411031723022461  6.538461208343506   
3.603182554244995  5.795454025268555   
3.6643104553222656  6.219511985778809   
3.778353691101074  6.071428298950195   
5.094794273376465  11.59090805053711   
3.1124637126922607  5.666666030883789   
1.7303988933563232  2.5757577419281006   
1.7725005149841309  8.22580623626709   
1.9509899616241455  4.90384578704834   
1.6996338367462158  5.2040815353393555   
0.4587373733520508  4.5535712242126465   
2.858412504196167  5.425531387329102   
2.042494297027588  7.2857136726379395   
2.884674310684204  6.219511985778809   
6.440197944641113  3.541666269302368   
3.202545166015625  8.5   
3.1686201095581055  4.180327892303467   
3.871763229370117  5.543478012084961   
5.3796706199646  4.396551609039307   
2.2620773315429688  1.8478260040283203   
3.3840503692626953  8.5   
0.8154184818267822  3.8636362552642822   
1.7427606582641602  5.795454025268555   
2.292886257171631  2.865168571472168   
8.876627922058105  3.493150472640991   
4.698328495025635  11.086956024169922   
1.8476057052612305  7.083332538604736   
3.4072275161743164  6.8918914794921875   
2.5083422660827637  6.8918914794921875   
3.711945056915283  3.984375   
1.5214555263519287  2.3831775188446045   
2.83416748046875  9.80769157409668   
4.057723522186279  8.5   
1.4719557762145996  5.2040815353393555   
5.637726783752441  8.5   
5.049834251403809  3.8636362552642822   
3.499800443649292  3.269230604171753   
2.2634499073028564  2.6842105388641357   
4.128663063049316  3.8636362552642822   
1.984668254852295  3.3552632331848145   
2.11103892326355  2.0564515590667725   
2.5442824363708496  3.6956520080566406   
3.5358967781066895  4.636363506317139   
2.4033732414245605  4.5535712242126465   
0.8686175346374512  4.722222328186035   
2.062100887298584  2.628866195678711   
2.452671527862549  5.543478012084961   
4.848583221435547  5.0   
4.06173849105835  7.2857136726379395   
6.4278178215026855  11.59090805053711   
1.5708699226379395  3.6956520080566406   
1.5233330726623535  4.25   
1.2198519706726074  4.322033882141113   
3.940549373626709  1.770833134651184   
2.6663641929626465  9.107142448425293   
3.5622291564941406  5.425531387329102   
1.7457599639892578  12.14285659790039   
1.889111042022705  5.0   
4.036174774169922  4.722222328186035   
3.149020195007324  11.086956024169922   
2.5974464416503906  5.3125   
4.8618550300598145  10.625   
6.028713226318359  12.14285659790039   
2.224623680114746  3.4459457397460938   
6.592365264892578  5.100000381469727   
5.311166286468506  9.107142448425293   
3.8006701469421387  4.047619342803955   
3.604158401489258  3.1481480598449707   
1.7864279747009277  4.90384578704834   
0.8628020286560059  2.236841917037964   
1.818376064300537  7.7272725105285645   
1.4861879348754883  4.396551609039307   
2.1820168495178223  1.8749998807907104   
2.379209518432617  7.083332538604736   
2.125457763671875  9.107142448425293   
3.5205130577087402  8.22580623626709   
3.0991451740264893  5.543478012084961   
6.73368501663208  1.603773593902588   
2.7486090660095215  4.636363506317139   
4.409860610961914  7.7272725105285645   
3.652230978012085  3.8636362552642822   
1.1841094493865967  4.322033882141113   
1.1450552940368652  5.930232524871826   
1.4445228576660156  7.96875   
1.502957820892334  2.8977270126342773   
2.9975576400756836  5.3125   
5.485695838928223  3.749999761581421   
7.794796466827393  9.44444465637207   
4.101191520690918  7.499999523162842   
1.0338935852050781  5.2040815353393555   
1.919739007949829  2.4285714626312256   
8.394468307495117  12.75   
2.0904033184051514  4.473683834075928   
0.7987837791442871  3.984375   
1.8197762966156006  1.8085105419158936   
8.03232192993164  12.14285659790039   
1.285170316696167  3.923076629638672   
2.8005247116088867  7.96875   
2.8987319469451904  4.811320781707764   
2.590726613998413  5.425531387329102   
5.570918560028076  9.44444465637207   
3.868319511413574  10.200000762939453   
3.143340587615967  6.219511985778809   
4.2557053565979  8.5   
6.11316442489624  10.200000762939453   
2.625865936279297  7.499999523162842   
6.592972755432129  9.80769157409668   
4.077502727508545  4.811320781707764   
2.73278546333313  5.425531387329102   
2.600161075592041  8.5   
4.603306770324707  2.2173912525177   
1.309084415435791  5.425531387329102   
1.7870900630950928  1.7346937656402588   
2.1058900356292725  3.6428568363189697   
3.923983573913574  9.107142448425293   
1.3191592693328857  3.6956520080566406   
2.2965149879455566  6.538461208343506   
1.8938632011413574  3.923076629638672   
4.559737682342529  4.396551609039307   
1.8550114631652832  4.322033882141113   
0.9101138114929199  5.2040815353393555   
3.4070162773132324  8.5   
2.351011037826538  4.811320781707764   
2.288834571838379  6.8918914794921875   
2.4773330688476562  7.96875   
3.962707281112671  2.3181817531585693   
2.765472888946533  6.219511985778809   
4.292087554931641  7.2857136726379395   
4.286180019378662  8.5   
9.352712631225586  14.166665077209473   
1.4799156188964844  7.2857136726379395   
1.7809429168701172  5.930232524871826   
3.962019443511963  6.710526466369629   
1.553842544555664  7.2857136726379395   
1.0713605880737305  8.793103218078613   
1.3346447944641113  7.96875   
3.9236316680908203  5.100000381469727   
1.3066596984863281  7.499999523162842   
4.507424831390381  4.811320781707764   
2.5384697914123535  4.473683834075928   
3.1767358779907227  10.200000762939453   
4.286866664886475  8.22580623626709   
1.5300025939941406  3.1097559928894043   
1.190014123916626  2.1794872283935547   
1.5230371952056885  4.636363506317139   
2.5867972373962402  6.710526466369629   
1.7968435287475586  8.22580623626709   
2.449580192565918  5.795454025268555   
2.587907314300537  5.0   
2.8155369758605957  2.4757280349731445   
1.5164968967437744  2.2767856121063232   
2.5599143505096436  3.923076629638672   
2.07781982421875  5.2040815353393555   
2.9470396041870117  4.722222328186035   
3.243868827819824  3.1875   
4.276938438415527  4.25   
2.339352607727051  6.375   
6.544900894165039  3.6428568363189697   
1.518038272857666  8.5   
2.1041228771209717  1.6666667461395264   
3.971187114715576  7.7272725105285645   
1.6667593717575073  3.6428568363189697   
1.3323848247528076  2.2767856121063232   
3.575026035308838  7.2857136726379395   
2.079782009124756  2.0399999618530273   
2.0972256660461426  3.6428568363189697   
3.386435031890869  9.44444465637207   
4.057283878326416  10.200000762939453   
2.158419132232666  4.722222328186035   
0.8157408237457275  3.8059699535369873   
4.432055473327637  8.793103218078613   
1.915153980255127  5.543478012084961   
3.9948172569274902  1.7114094495773315   
5.405253887176514  7.083332538604736   
